id,filename
7793233,7506438_attackcritical_7793233
7793235,7506438_attackcritical_7793235
7793237,7506438_attackcritical_7793237
7793239,7506438_attackcritical_7793239
7793241,7506438_attackcritical_7793241
7793243,7506438_attackcritical_7793243
7793245,7506438_attackcritical_7793245
132116,ability_druid_catformattack
2207034,ability_druid_catformattack.blp
132142,ability_druid_supriseattack
2207047,ability_druid_supriseattack.blp
236274,ability_rogue_focusedattacks
132308,ability_rogue_surpriseattack
643249,ability_rogue_surpriseattack2
543364,abominationyesattack2
2308342,abominationyesattack2.ogg
545061,ac_blackknight_attackheavy01
545067,ac_blackknight_attackheavy02
545064,ac_blackknight_attackheavy03
545054,ac_blackknight_attacklight01
545051,ac_blackknight_attacklight02
545048,ac_blackknight_attacklight03
545069,ac_blackknight_attackmedium01
545060,ac_blackknight_attackmedium02
545045,ac_blackknight_attackmedium03
547916,ac_eadric_attackheavy01
547910,ac_eadric_attackheavy02
547937,ac_eadric_attackheavy03
547935,ac_eadric_attackheavy04
547925,ac_eadric_attackheavy05
547921,ac_eadric_attacklight01
547924,ac_eadric_attacklight02
547933,ac_eadric_attackmedium01
547909,ac_eadric_attackmedium02
558046,ac_paletress_attackheavy01
558029,ac_paletress_attackheavy02
558025,ac_paletress_attackheavy03
558019,ac_paletress_attacklight01
558045,ac_paletress_attacklight02
558028,ac_paletress_attacklight03
558032,ac_paletress_attackmedium01
558042,ac_paletress_attackmedium02
558026,ac_paletress_attackmedium03
464146,achievement_general_cityattacker
464147,achievement_general_cityattacker2
548048,airelementalattacka
2302238,airelementalattacka.ogg
548050,airelementalattackb
2302246,airelementalattackb.ogg
548047,airelementalattackc
2302256,airelementalattackc.ogg
551742,ak_heraldvolazj_attack01
551743,ak_heraldvolazj_attack02
551758,ak_heraldvolazj_attack03
551759,ak_heraldvolazj_attack04
551762,ak_heraldvolazj_attack05
551761,ak_heraldvolazj_attack06
551754,ak_heraldvolazj_attack07
551763,ak_heraldvolazj_attack08
552888,ak_jedogashadowseeker_attack01
552858,ak_jedogashadowseeker_attack02
552884,ak_jedogashadowseeker_attack03
552863,ak_jedogashadowseeker_attack04
552866,ak_jedogashadowseeker_attack05
552860,ak_jedogashadowseeker_attack06
552871,ak_jedogashadowseeker_attack07
552862,ak_jedogashadowseeker_attack08
552857,ak_jedogashadowseeker_attack09
548005,ak_nadox_attack01
547989,ak_nadox_attack02
547990,ak_nadox_attack03
547999,ak_nadox_attack04
548007,ak_nadox_attack05
558356,ak_taldaram_attack01
558366,ak_taldaram_attack02
558364,ak_taldaram_attack03
558353,ak_taldaram_attack04
558361,ak_taldaram_attack05
598889,akilzonattacka
598871,alkilzonattackb
598865,alkilzonattackc
598862,alkilzonattackd
598874,alkilzonattacke
598892,alkilzonattackf
598877,alkilzonattackg
598880,alkilzonattackh
7682120,amanitrollfemale_attack_7682120
7682121,amanitrollfemale_attack_7682121
7682122,amanitrollfemale_attack_7682122
7682123,amanitrollfemale_attack_7682123
7682124,amanitrollfemale_attack_7682124
7686207,amanitrollfemale_attack_7686207
7686209,amanitrollfemale_attack_7686209
7686211,amanitrollfemale_attack_7686211
7686213,amanitrollfemale_attack_7686213
7686217,amanitrollfemale_attack_7686217
7686219,amanitrollfemale_attack_7686219
7686221,amanitrollfemale_attack_7686221
7686223,amanitrollfemale_attack_7686223
7686225,amanitrollfemale_attack_7686225
7686227,amanitrollfemale_attack_7686227
7686229,amanitrollfemale_attack_7686229
7686231,amanitrollfemale_attack_7686231
7686233,amanitrollfemale_attack_7686233
7696482,amanitrollmale_attack_7696482
7696484,amanitrollmale_attack_7696484
7696486,amanitrollmale_attack_7696486
7696488,amanitrollmale_attack_7696488
7696490,amanitrollmale_attack_7696490
7696492,amanitrollmale_attack_7696492
7696494,amanitrollmale_attack_7696494
7696496,amanitrollmale_attack_7696496
7696498,amanitrollmale_attack_7696498
7696500,amanitrollmale_attack_7696500
7696502,amanitrollmale_attack_7696502
7696504,amanitrollmale_attack_7696504
7696506,amanitrollmale_attack_7696506
543957,an_anub_attack01
543967,an_anub_attack02
543956,an_anub_attack03
543950,an_anub_attack04
543969,an_anub_attack05
543930,an_anub_attack06
543990,an_crusher_attack01
543994,an_crusher_attack02
543988,an_crusher_attack03
543997,an_crusher_attack04
543984,an_crusher_attack05
543991,an_crusher_attack06
553492,an_krik_attack01
553485,an_krik_attack02
553497,an_krik_attack03
553494,an_krik_attack04
553489,an_krik_attack05
543742,ancientofarcane_attack_01
543749,ancientofarcane_attack_02
543769,ancientofarcane_attack_03
543766,ancientofarcane_attack_04
543762,ancientofarcane_attack_05
543781,ancientofarcane_attack_06
543783,ancientofarcane_attack_07
543737,ancientofarcane_attack_08
543724,ancientofarcane_attack_09
543772,ancientofarcane_attack_10
543767,ancientofarcane_attackcrit_01
543785,ancientofarcane_attackcrit_02
543739,ancientofarcane_attackcrit_03
543719,ancientofarcane_attackcrit_04
543752,ancientofarcane_attackcrit_05
543748,ancientofarcane_attackcrit_06
543764,ancientofarcane_attackcrit_07
543765,ancientofarcane_attackcrit_08
543786,ancientofarcane_attackcrit_09
543775,ancientofarcane_attackcrit_10
543813,ancienttreeofwarattacka
2307864,ancienttreeofwarattacka.ogg
543815,ancienttreeofwarattackb
2307869,ancienttreeofwarattackb.ogg
543814,ancienttreeofwarattackc
2307874,ancienttreeofwarattackc.ogg
543806,ancienttreeofwarattackd
2307895,ancienttreeofwarattackd.ogg
5170021,anduinlothar_attack_5170021
5170023,anduinlothar_attack_5170023
5170025,anduinlothar_attack_5170025
5170027,anduinlothar_attack_5170027
5170029,anduinlothar_attack_5170029
5170031,anduinlothar_attack_5170031
5170033,anduinlothar_attack_5170033
5170007,anduinlothar_attackcritical_5170007
5170009,anduinlothar_attackcritical_5170009
5170011,anduinlothar_attackcritical_5170011
5170013,anduinlothar_attackcritical_5170013
5170015,anduinlothar_attackcritical_5170015
5170017,anduinlothar_attackcritical_5170017
5170019,anduinlothar_attackcritical_5170019
5170069,anduinlothar_attackcritical_5170069
5170081,anduinlothar_attackcritical_5170081
4363828,anduinshadowlands_attackcritical_4363828
4363831,anduinshadowlands_attackcritical_4363831
4363834,anduinshadowlands_attackcritical_4363834
4363837,anduinshadowlands_attackcritical_4363837
4363840,anduinshadowlands_attackcritical_4363840
4363843,anduinshadowlands_attackcritical_4363843
4363846,anduinshadowlands_attackcritical_4363846
4363849,anduinshadowlands_attackcritical_4363849
4363852,anduinshadowlands_attackcritical_4363852
4363855,anduinshadowlands_attackcritical_4363855
4363858,anduinshadowlands_attackcritical_4363858
4363861,anduinshadowlands_attackcritical_4363861
4363864,anduinshadowlands_attackcritical_4363864
4363867,anduinshadowlands_attackcritical_4363867
4363870,anduinshadowlands_attackcritical_4363870
544016,anusibathattacka
2308095,anusibathattacka.ogg
544014,anusibathattackb
2308118,anusibathattackb.ogg
544011,anusibathattackc
2308139,anusibathattackc.ogg
544031,arakkoaattacka
544032,arakkoaattackb
544028,arakkoaattackc
544027,arakkoaattackd
544026,arakkoaattacke
560061,aranattack01
560062,aranattack02
560067,aranattack03
560054,aranattack04
5926320,arathilaborer_attack_5926320
5926322,arathilaborer_attack_5926322
5926324,arathilaborer_attack_5926324
5926326,arathilaborer_attack_5926326
5926328,arathilaborer_attack_5926328
5926330,arathilaborer_attack_5926330
5926332,arathilaborer_attack_5926332
5926334,arathilaborer_attack_5926334
5926336,arathilaborer_attack_5926336
5926338,arathilaborer_attack_5926338
544038,arcanegolemattacka
544045,arcanegolemattackb
544042,arcanegolemattackc
544048,arcanegolemattackd
544057,arcanegolemsmall_attack01
544051,arcanegolemsmall_attack02
544053,arcanegolemsmall_attack03
544056,arcanegolemsmall_attack04
544106,arcanetitan_attack_01
544107,arcanetitan_attack_02
544111,arcanetitan_attack_03
544115,arcanetitan_attack_04
544067,arcanetitan_attack_05
544083,arcanetitan_attack_06
544066,arcanetitan_attack_07
544101,arcanetitan_attack_08
544071,arcanetitan_attack_09
544075,arcanetitan_attack_10
544105,arcanetitan_attackcrit_01
544094,arcanetitan_attackcrit_02
544095,arcanetitan_attackcrit_03
544068,arcanetitan_attackcrit_04
544085,arcanetitan_attackcrit_05
594657,arcanetitanattacka
594648,arcanetitanattackb
594666,arcanetitanattackc
594663,arcanetitanattackd
594651,arcanetitanattacke
544135,archeryesattack1
2308525,archeryesattack1.ogg
544130,archeryesattack2
2308532,archeryesattack2.ogg
544134,archeryesattack3
2308537,archeryesattack3.ogg
544128,archeryesattack4
2308542,archeryesattack4.ogg
352511,arthas_souls_attack
492739,arthas_souls_attack00
131013,attack
4675619,attack
5143234,attack_impact_oneshot_5143234
5143236,attack_impact_oneshot_5143236
5143238,attack_impact_oneshot_5143238
5143240,attack_impact_oneshot_5143240
2206538,attack.blp
801571,attackanimkits
801572,attackanimtypes
2123350,attackpower
2200910,attackpowerranged
544505,attumenattack01
544504,attumenattack02
544503,attumenattack03
544508,attumenattack04
544538,avatarofhakarattacka
2308297,avatarofhakarattacka.ogg
544535,avatarofhakarattackb
2308303,avatarofhakarattackb.ogg
544536,avatarofhakarattackc
2308307,avatarofhakarattackc.ogg
544544,avatarofhakarattackd
2308312,avatarofhakarattackd.ogg
5305059,azmerlothmurlocpet_attack_5305059
5305061,azmerlothmurlocpet_attack_5305061
5305063,azmerlothmurlocpet_attack_5305063
5305065,azmerlothmurlocpet_attack_5305065
657574,babymurloc_attack_01
657576,babymurloc_attack_02
657578,babymurloc_attack_03
657580,babymurloc_attack_04
657582,babymurloc_attack_05
657584,babymurloc_attack_06
4755734,baelog_attack_4755734
4755736,baelog_attack_4755736
4755738,baelog_attack_4755738
4755740,baelog_attack_4755740
4755742,baelog_attack_4755742
4755744,baelog_attack_4755744
4755746,baelog_attack_4755746
4755748,baelog_attack_4755748
4755750,baelog_attack_4755750
4755752,baelog_attack_4755752
4755718,baelog_attackcritical_4755718
4755722,baelog_attackcritical_4755722
4755724,baelog_attackcritical_4755724
4755726,baelog_attackcritical_4755726
4755728,baelog_attackcritical_4755728
4755730,baelog_attackcritical_4755730
544839,bansheeattacka
2308381,bansheeattacka.ogg
544835,bansheeattackb
2308396,bansheeattackb.ogg
544834,bansheeattackc
2308402,bansheeattackc.ogg
5247119,bearprimalcub_attack_5247119
5247121,bearprimalcub_attack_5247121
5247123,bearprimalcub_attack_5247123
5247125,bearprimalcub_attack_5247125
5247127,bearprimalcub_attack_5247127
5247129,bearprimalcub_attack_5247129
5247131,bearprimalcub_attack_5247131
5247133,bearprimalcub_attack_5247133
5247135,bearprimalcub_attack_5247135
5247137,bearprimalcub_attack_5247137
5247139,bearprimalcub_attack_5247139
544967,beholderattacka
544961,beholderattackb
544966,beholderattackc
544973,beholderattackd
544972,beholderattacke
552498,black_illidan_attack01
552507,black_illidan_attack02
552517,black_illidan_attack03
552501,black_illidan_attack04
552497,black_illidan_attack05
552502,black_illidan_attack06
598844,blcktmple_akama_attack01
598829,blcktmple_akama_attack02
598847,blcktmple_akama_attack03
598835,blcktmple_akama_attack04
599354,blcktmple_essnceangr_attack01
599351,blcktmple_essnceangr_attack02
599357,blcktmple_essnceangr_attack03
599345,blcktmple_essnceangr_attack04
599360,blcktmple_essnceangr_attack05
600158,blcktmple_gathios_attack01
600176,blcktmple_gathios_attack02
600179,blcktmple_gathios_attack03
600131,blcktmple_gathios_attack04
600134,blcktmple_gathios_attack05
600152,blcktmple_gathios_attack06
600140,blcktmple_gathios_attack07
600164,blcktmple_gathios_attack08
600137,blcktmple_gathios_attack09
551932,blcktmple_highwar_attack01
551934,blcktmple_highwar_attack02
551927,blcktmple_highwar_attack03
551926,blcktmple_highwar_attack04
600917,blcktmple_hinethzer_attack01
600923,blcktmple_hinethzer_attack02
600902,blcktmple_hinethzer_attack03
600881,blcktmple_hinethzer_attack04
600911,blcktmple_hinethzer_attack05
600878,blcktmple_hinethzer_attack06
600884,blcktmple_hinethzer_attack07
601274,blcktmple_ladymal_attack01
601292,blcktmple_ladymal_attack02
601289,blcktmple_ladymal_attack03
601280,blcktmple_ladymal_attack04
601283,blcktmple_ladymal_attack05
601298,blcktmple_ladymal_attack06
602615,blcktmple_terongor_attack01
602627,blcktmple_terongor_attack02
602603,blcktmple_terongor_attack03
539345,bloodelffemale_err_invalidattacktarget01
539188,bloodelffemale_err_invalidattacktarget02
539312,bloodelffemaleattackmytarget01
539388,bloodelffemaleattackmytarget02
539303,bloodelffemaleattackmytarget03
539437,bloodelffemalepcattacka
539449,bloodelffemalepcattackb
539447,bloodelffemalepcattackc
539451,bloodelffemalepcattackd
539438,bloodelffemalepcattacke
539360,bloodelfmale_err_invalidattacktarget01
539342,bloodelfmale_err_invalidattacktarget02
599141,bloodelfmale_guardattacka
599129,bloodelfmale_guardattackb
599138,bloodelfmale_guardattackc
599144,bloodelfmale_guardattackd
599126,bloodelfmale_guardattacke
539234,bloodelfmaleattackmytarget01
539294,bloodelfmaleattackmytarget02
539236,bloodelfmaleattackmytarget03
539462,bloodelfmalepcattacka
539468,bloodelfmalepcattackb
539463,bloodelfmalepcattackc
539465,bloodelfmalepcattackd
539470,bloodelfmalepcattacke
539455,bloodelfmalepcattackf
539474,bloodelfmalepcattackg
539471,bloodelfmalepcattackh
539458,bloodelfmalepcattacki
545338,boneguardrock_attack_01
545307,boneguardrock_attack_02
545288,boneguardrock_attack_03
545306,boneguardrock_attack_04
545314,boneguardrock_attack_05
545313,boneguardrock_attack_06
545328,boneguardrock_attack_07
545281,boneguardrock_attack_08
545330,boneguardrock_attack_09
545302,boneguardrock_attack_10
545294,boneguardrock_attackcrit_01
545333,boneguardrock_attackcrit_02
545320,boneguardrock_attackcrit_03
545334,boneguardrock_attackcrit_04
545321,boneguardrock_attackcrit_05
545283,boneguardrock_attackcrit_06
545337,boneguardrock_attackcrit_07
545325,boneguardrock_attackcrit_08
545296,boneguardrock_attackcrit_09
165752,boneworm_attackeffects
493600,boneworm_attackeffects00
492209,boneworm_attackeffects01
545561,brokenmaleattacka
545552,brokenmaleattackb
545557,brokenmaleattackc
545550,brokenmaleattackd
545556,brokenmaleattacke
4399152,brokerenlightened_attack_4399152
4399162,brokerenlightened_attack_4399162
4399169,brokerenlightened_attack_4399169
4399176,brokerenlightened_attack_4399176
4399178,brokerenlightened_attack_4399178
4399180,brokerenlightened_attack_4399180
4399182,brokerenlightened_attack_4399182
4399184,brokerenlightened_attack_4399184
4399186,brokerenlightened_attack_4399186
4399188,brokerenlightened_attack_4399188
558377,bt_valanar_attack01
558373,bt_valanar_attack02
558368,bt_valanar_attack03
558370,bt_valanar_attack04
545719,bushchicken_attack_01
545737,bushchicken_attack_02
545723,bushchicken_attack_03
545686,bushchicken_attack_04
545734,bushchicken_attack_05
545688,bushchicken_attack_06
545708,bushchicken_attack_07
545709,bushchicken_attack_08
545727,bushchicken_attack_09
545731,bushchicken_attack_10
545683,bushchicken_attackcrit_01
545730,bushchicken_attackcrit_02
545684,bushchicken_attackcrit_03
545697,bushchicken_attackcrit_04
559570,ca_sartharion_attack01
559567,ca_sartharion_attack02
559571,ca_sartharion_attack03
559568,ca_sartharion_attack04
559583,ca_sartharion_attack05
560083,ca_shadron_attack01
560082,ca_shadron_attack02
560103,ca_shadron_attack03
560096,ca_shadron_attack04
560100,ca_shadron_attack05
560099,ca_shadron_attack06
560088,ca_shadron_attack07
560093,ca_shadron_attack08
560091,ca_shadron_attack09
560084,ca_shadron_attack10
561670,ca_tenebron_attack01
561672,ca_tenebron_attack02
561676,ca_tenebron_attack03
561664,ca_tenebron_attack04
561680,ca_tenebron_attack05
561684,ca_tenebron_attack06
561682,ca_tenebron_attack07
561660,ca_tenebron_attack08
561665,ca_tenebron_attack09
561666,ca_tenebron_attack10
563754,ca_vesperon_attack01
563760,ca_vesperon_attack02
563764,ca_vesperon_attack03
563767,ca_vesperon_attack04
545864,camel_attack_01
545829,camel_attack_02
545863,camel_attack_03
545866,camel_attack_04
545859,camel_attack_05
545865,camel_attack_06
545862,camel_attack_07
545869,camel_attack_08
545835,camel_attack_09
545840,camel_attack_10
545839,camel_attackcrit_01
545855,camel_attackcrit_02
545852,camel_attackcrit_03
545843,camel_attackcrit_04
545824,camel_attackcrit_05
595052,carnivorousplant01_attack01
595040,carnivorousplant01_attack02
595046,carnivorousplant01_attack03
595034,carnivorousplant01_attack04
545956,cataclysmcrocodile_attacks_01
545966,cataclysmcrocodile_attacks_02
545953,cataclysmcrocodile_attacks_03
545959,cataclysmcrocodile_attacks_04
545962,cataclysmcrocodile_attacks_05
545978,cataclysmcrocodile_attacks_06
3598595,catmount_attack_3598595
3598597,catmount_attack_3598597
3598599,catmount_attack_3598599
3598601,catmount_attack_3598601
3598603,catmount_attack_3598603
3598585,catmount_attackcritical_3598585
3598587,catmount_attackcritical_3598587
3598589,catmount_attackcritical_3598589
3598591,catmount_attackcritical_3598591
3598593,catmount_attackcritical_3598593
598928,cav_anath_attack01
598898,cav_anath_attack02
598910,cav_anath_attack03
598904,cav_anath_attack04
598913,cav_anath_attack05
598940,cav_arch_attack01
598943,cav_arch_attack02
598934,cav_arch_attack03
598937,cav_arch_attack04
598964,cav_azga_attack01
598970,cav_azga_attack02
598994,cav_azga_attack03
598973,cav_azga_attack04
598967,cav_azga_attack05
598979,cav_azga_attack06
552701,cav_jaina_attack01
552720,cav_jaina_attack02
552742,cav_jaina_attack03
552684,cav_jaina_attack04
552729,cav_jaina_attacked01
552800,cav_jaina_attacked02
601169,cav_kaz_attack01
601190,cav_kaz_attack02
601181,cav_kaz_attack03
602291,cav_rage_attack01
602285,cav_rage_attack02
602282,cav_rage_attack03
602261,cav_rage_attack04
562283,cav_thrall_attacked01
772582,cav_thrall_attacked01
562281,cav_thrall_attacked02
772584,cav_thrall_attacked02
772600,cav_tyrande_attack02
562965,cav_tyrande_attacked01
562970,cav_tyrande_attacked02
546042,centaurattacka
2308844,centaurattacka.ogg
546048,centaurattackb
2308850,centaurattackb.ogg
546051,centaurattackc
2308855,centaurattackc.ogg
546046,centaurattackd
2308861,centaurattackd.ogg
546052,centaurfemaleattacka
2308909,centaurfemaleattacka.ogg
546062,centaurfemaleattackb
2308915,centaurfemaleattackb.ogg
546054,centaurfemaleattackc
2308921,centaurfemaleattackc.ogg
546059,centaurfemaleattackd
2308924,centaurfemaleattackd.ogg
546080,chinesedragonattack3
546081,chinesedragonattacka
546078,chinesedragonpreattack2
594684,clockworkgiant_attackunarmed1_01
594675,clockworkgiant_attackunarmed1_02
594672,clockworkgiant_attackunarmed1_03
594669,clockworkgiant_attackunarmed2_01
594681,clockworkgiant_attackunarmed2_03
594690,clockworkgiant_attackunarmed2_2
546282,clockworkgnomeattacka
546284,clockworkgnomeattackb
546285,clockworkgnomeattackc
546271,clockworkgnomeattackd
546288,clockworkgnomeattacke
546278,clockworkgnomeattackf
546279,clockworkgnomeattackg
546286,clockworkgnomeattackh
546276,clockworkgnomeattacki
599492,coil_fathomlrd_attack01
599504,coil_fathomlrd_attack02
599498,coil_fathomlrd_attack03
599468,coil_fathomlrd_attack04
600977,coil_hydroclean_attack01
600983,coil_hydroclean_attack02
600989,coil_hydroclean_attack03
600995,coil_hydroclean_attack04
600965,coil_hydroclean_attack05
600962,coil_hydroclean_attack06
600992,coil_hydroclean_attack07
601001,coil_hydroclean_attack08
601010,coil_hydrocorr_attack01
601037,coil_hydrocorr_attack02
601007,coil_hydrocorr_attack03
601019,coil_hydrocorr_attack04
553606,coil_ladyvashj_attack01
553595,coil_ladyvashj_attack02
553602,coil_ladyvashj_attack03
553598,coil_ladyvashj_attack04
553599,coil_ladyvashj_attack05
553620,coil_ladyvashj_attack06
553604,coil_ladyvashj_attack07
601316,coil_leodemon_attack01
601322,coil_leodemon_attack02
601304,coil_leodemon_attack03
601310,coil_leodemon_attack04
601313,coil_leodemon_attack05
601355,coil_leonghtelf_attack01
601340,coil_leonghtelf_attack02
601349,coil_leonghtelf_attack03
601331,coil_leonghtelf_attack04
601337,coil_leonghtelf_attack05
601628,coil_moro_attack01
601637,coil_moro_attack02
601643,coil_moro_attack03
601622,coil_moro_attack04
546310,coldwraithattack1
546305,coldwraithattack10
546301,coldwraithattack2
546306,coldwraithattack3
546314,coldwraithattack4
546311,coldwraithattack5
546304,coldwraithattack6
546322,coldwraithattack7
546307,coldwraithattack8
546302,coldwraithattack9
4373571,constellarmaw_attack_4373571
4373574,constellarmaw_attack_4373574
4373577,constellarmaw_attack_4373577
4373580,constellarmaw_attack_4373580
4373583,constellarmaw_attack_4373583
4373586,constellarmaw_attack_4373586
4373589,constellarmaw_attack_4373589
4373592,constellarmaw_attack_4373592
4373595,constellarmaw_attack_4373595
4373598,constellarmaw_attack_4373598
4373556,constellarmaw_attackcritical_4373556
4373559,constellarmaw_attackcritical_4373559
4373562,constellarmaw_attackcritical_4373562
4373565,constellarmaw_attackcritical_4373565
4373568,constellarmaw_attackcritical_4373568
4988410,countclessington_attack_4988410
4988412,countclessington_attack_4988412
4988414,countclessington_attack_4988414
4988418,countclessington_attack_4988418
4988426,countclessington_attack_4988426
4988428,countclessington_attack_4988428
4988430,countclessington_attack_4988430
4988432,countclessington_attack_4988432
4988434,countclessington_attack_4988434
4988436,countclessington_attack_4988436
4988462,countclessington_attack_4988462
4988468,countclessington_attack_4988468
4988398,countclessington_attackcritical_4988398
4988400,countclessington_attackcritical_4988400
4988404,countclessington_attackcritical_4988404
4988406,countclessington_attackcritical_4988406
4988408,countclessington_attackcritical_4988408
4988464,countclessington_attackcritical_4988464
4988466,countclessington_attackcritical_4988466
4988470,countclessington_attackcritical_4988470
4988472,countclessington_attackcritical_4988472
4988474,countclessington_attackcritical_4988474
543925,cr_anubarak_attackheavy01
543962,cr_anubarak_attackheavy02
543983,cr_anubarak_attackheavy03
543976,cr_anubarak_attacklight01
543955,cr_anubarak_attacklight02
543964,cr_anubarak_attacklight03
543958,cr_anubarak_attackmedium01
543980,cr_anubarak_attackmedium02
543948,cr_anubarak_attackmedium03
560454,cr_eydis_attackheavy01
560455,cr_eydis_attackheavy02
560459,cr_eydis_attackheavy03
560465,cr_eydis_attacklight01
560449,cr_eydis_attacklight02
560435,cr_eydis_attacklight03
560432,cr_eydis_attackmedium01
560450,cr_eydis_attackmedium02
560472,cr_eydis_attackmedium03
560442,cr_eydis_attackmedium04
560473,cr_fjola_attackheavy01
560446,cr_fjola_attackheavy02
560463,cr_fjola_attackheavy03
560461,cr_fjola_attacklight01
560441,cr_fjola_attacklight02
560457,cr_fjola_attacklight03
560436,cr_fjola_attackmedium01
560434,cr_fjola_attackmedium02
560458,cr_fjola_attackmedium03
549621,cr_garrosh_attackheavy01
549584,cr_garrosh_attackheavy02
549601,cr_garrosh_attackheavy03
549590,cr_garrosh_attacklight01
549597,cr_garrosh_attacklight02
549577,cr_garrosh_attacklight03
549635,cr_garrosh_attackmedium01
549642,cr_garrosh_attackmedium02
549624,cr_garrosh_attackmedium03
